array_type,time,element_size
base, 0.033978, 1584
mono, 0.033426, 1584
sliced, 0.035133, 1584
SQ, 0.037190, 1584
HAT, 0.031009, 1584
MSarray_2, 0.014035, 1584
MSarray_3, 0.066199, 1584
MSarray_4, 0.116167, 1584
base, 0.032412, 1600
mono, 0.033944, 1600
sliced, 0.035733, 1600
SQ, 0.037479, 1600
HAT, 0.030002, 1600
MSarray_2, 0.014971, 1600
MSarray_3, 0.067014, 1600
MSarray_4, 0.114418, 1600
base, 0.041647, 1616
mono, 0.037186, 1616
sliced, 0.039720, 1616
SQ, 0.038240, 1616
HAT, 0.030578, 1616
MSarray_2, 0.014075, 1616
MSarray_3, 0.056332, 1616
MSarray_4, 0.115922, 1616
base, 0.034135, 1632
mono, 0.035716, 1632
sliced, 0.040174, 1632
SQ, 0.038950, 1632
HAT, 0.030721, 1632
MSarray_2, 0.013823, 1632
MSarray_3, 0.067079, 1632
MSarray_4, 0.112711, 1632
base, 0.034563, 1648
mono, 0.035998, 1648
sliced, 0.037335, 1648
SQ, 0.039307, 1648
HAT, 0.030786, 1648
MSarray_2, 0.014137, 1648
MSarray_3, 0.067780, 1648
MSarray_4, 0.118558, 1648
base, 0.039168, 1664
mono, 0.036318, 1664
sliced, 0.038596, 1664
SQ, 0.039817, 1664
HAT, 0.030984, 1664
MSarray_2, 0.013832, 1664
MSarray_3, 0.056760, 1664
MSarray_4, 0.093254, 1664
base, 0.035141, 1680
mono, 0.036396, 1680
sliced, 0.038704, 1680
SQ, 0.040485, 1680
HAT, 0.031263, 1680
MSarray_2, 0.014277, 1680
MSarray_3, 0.063116, 1680
MSarray_4, 0.125331, 1680
base, 0.035610, 1696
mono, 0.036884, 1696
sliced, 0.039286, 1696
SQ, 0.043380, 1696
HAT, 0.035734, 1696
MSarray_2, 0.014105, 1696
MSarray_3, 0.071250, 1696
MSarray_4, 0.131393, 1696
base, 0.049327, 1712
mono, 0.045787, 1712
sliced, 0.047419, 1712
SQ, 0.041745, 1712
HAT, 0.032028, 1712
MSarray_2, 0.014370, 1712
MSarray_3, 0.073393, 1712
MSarray_4, 0.129985, 1712
base, 0.036490, 1728
mono, 0.037880, 1728
sliced, 0.039445, 1728
SQ, 0.041423, 1728
HAT, 0.032114, 1728
MSarray_2, 0.014057, 1728
MSarray_3, 0.072481, 1728
MSarray_4, 0.130562, 1728
base, 0.036356, 1744
mono, 0.037826, 1744
sliced, 0.040599, 1744
