array_type,time,element_size
mono, 0.227069, 1280
sliced, 0.230722, 1280
SQ, 0.228281, 1280
HAT, 0.248206, 1280
MSarray_2, 0.316356, 1280
MSarray_3, 0.383662, 1280
MSarray_4, 0.614183, 1280
geo, 0.229666, 1280
base, 0.156767, 1296
mono, 0.232914, 1296
sliced, 0.237497, 1296
SQ, 0.230719, 1296
HAT, 0.250158, 1296
MSarray_2, 0.318835, 1296
MSarray_3, 0.376062, 1296
MSarray_4, 0.605636, 1296
geo, 0.236736, 1296
base, 0.158803, 1312
mono, 0.235122, 1312
sliced, 0.230922, 1312
SQ, 0.234660, 1312
HAT, 0.256236, 1312
MSarray_2, 0.324161, 1312
MSarray_3, 0.374671, 1312
MSarray_4, 0.623919, 1312
geo, 0.236230, 1312
base, 0.148982, 1328
mono, 0.223058, 1328
sliced, 0.244051, 1328
SQ, 0.237630, 1328
HAT, 0.256683, 1328
MSarray_2, 0.328921, 1328
MSarray_3, 0.334444, 1328
MSarray_4, 0.632639, 1328
geo, 0.237548, 1328
base, 0.158770, 1344
mono, 0.237724, 1344
sliced, 0.239514, 1344
SQ, 0.239867, 1344
HAT, 0.259898, 1344
MSarray_2, 0.333241, 1344
MSarray_3, 0.360379, 1344
MSarray_4, 0.636309, 1344
geo, 0.239728, 1344
base, 0.165428, 1360
mono, 0.242553, 1360
sliced, 0.248981, 1360
SQ, 0.243499, 1360
HAT, 0.265675, 1360
MSarray_2, 0.347433, 1360
MSarray_3, 0.435145, 1360
MSarray_4, 0.641986, 1360
geo, 0.245529, 1360
base, 0.165937, 1376
mono, 0.246968, 1376
sliced, 0.248110, 1376
SQ, 0.238582, 1376
HAT, 0.264949, 1376
MSarray_2, 0.348203, 1376
MSarray_3, 0.442435, 1376
MSarray_4, 0.645598, 1376
geo, 0.247370, 1376
base, 0.166791, 1392
mono, 0.247057, 1392
sliced, 0.253995, 1392
SQ, 0.250216, 1392
HAT, 0.268870, 1392
MSarray_2, 0.345479, 1392
MSarray_3, 0.403089, 1392
MSarray_4, 0.643952, 1392
geo, 0.241821, 1392
base, 0.172698, 1408
mono, 0.247552, 1408
sliced, 0.255090, 1408
SQ, 0.249389, 1408
HAT, 0.271674, 1408
MSarray_2, 0.347569, 1408
MSarray_3, 0.445095, 1408
MSarray_4, 0.670565, 1408
geo, 0.243015, 1408
base, 0.162944, 1424
mono, 0.248627, 1424
sliced, 0.255855, 1424
SQ, 0.246872, 1424
HAT, 0.271734, 1424
MSarray_2, 0.396239, 1424
MSarray_3, 0.457793, 1424
MSarray_4, 0.716160, 1424
geo, 0.252032, 1424
base, 0.163261, 1440
mono, 0.250719, 1440
sliced, 0.240763, 1440
SQ, 0.251085, 1440
HAT, 0.276417, 1440
MSarray_2, 0.358611, 1440
MSarray_3, 0.388261, 1440
MSarray_4, 0.666267, 1440
geo, 0.256255, 1440
base, 0.176588, 1456
mono, 0.260067, 1456
sliced, 0.260355, 1456
SQ, 0.258982, 1456
HAT, 0.281084, 1456
MSarray_2, 0.364032, 1456
MSarray_3, 0.434849, 1456
MSarray_4, 0.690112, 1456
geo, 0.262137, 1456
base, 0.178234, 1472
mono, 0.260706, 1472
sliced, 0.262246, 1472
SQ, 0.259499, 1472
HAT, 0.275327, 1472
MSarray_2, 0.365863, 1472
MSarray_3, 0.434269, 1472
MSarray_4, 0.656340, 1472
geo, 0.261078, 1472
base, 0.173594, 1488
mono, 0.262221, 1488
sliced, 0.265709, 1488
SQ, 0.262020, 1488
HAT, 0.285223, 1488
MSarray_2, 0.370929, 1488
MSarray_3, 0.460977, 1488
MSarray_4, 0.702363, 1488
geo, 0.266642, 1488
base, 0.170581, 1504
mono, 0.260306, 1504
sliced, 0.271149, 1504
SQ, 0.267831, 1504
HAT, 0.290653, 1504
MSarray_2, 0.374726, 1504
MSarray_3, 0.497204, 1504
MSarray_4, 0.712092, 1504
geo, 0.272297, 1504
base, 0.179114, 1520
mono, 0.266600, 1520
sliced, 0.270897, 1520
SQ, 0.260029, 1520
HAT, 0.292213, 1520
MSarray_2, 0.376714, 1520
MSarray_3, 0.497760, 1520
MSarray_4, 0.707192, 1520
geo, 0.271389, 1520
base, 0.176086, 1536
mono, 0.267292, 1536
sliced, 0.271447, 1536
SQ, 0.270485, 1536
HAT, 0.293528, 1536
MSarray_2, 0.376746, 1536
MSarray_3, 0.505412, 1536
MSarray_4, 0.743228, 1536
geo, 0.268723, 1536
base, 0.183924, 1552
mono, 0.271541, 1552
sliced, 0.275106, 1552
SQ, 0.271248, 1552
HAT, 0.298497, 1552
MSarray_2, 0.381645, 1552
MSarray_3, 0.532548, 1552
MSarray_4, 0.734308, 1552
geo, 0.271249, 1552
base, 0.173778, 1568
mono, 0.278825, 1568
sliced, 0.261472, 1568
SQ, 0.280541, 1568
HAT, 0.303209, 1568
MSarray_2, 0.392817, 1568
MSarray_3, 0.485451, 1568
MSarray_4, 0.746312, 1568
geo, 0.274577, 1568
base, 0.183705, 1584
mono, 0.270762, 1584
sliced, 0.280713, 1584
SQ, 0.278806, 1584
HAT, 0.300466, 1584
MSarray_2, 0.391027, 1584
MSarray_3, 0.493800, 1584
MSarray_4, 0.740479, 1584
geo, 0.282420, 1584
base, 0.188662, 1600
mono, 0.277575, 1600
sliced, 0.281868, 1600
SQ, 0.280155, 1600
HAT, 0.286249, 1600
MSarray_2, 0.396505, 1600
MSarray_3, 0.497968, 1600
MSarray_4, 0.758481, 1600
geo, 0.276871, 1600
base, 0.186939, 1616
mono, 0.259917, 1616
sliced, 0.290509, 1616
SQ, 0.285287, 1616
HAT, 0.307128, 1616
MSarray_2, 0.401366, 1616
MSarray_3, 0.444795, 1616
MSarray_4, 0.753189, 1616
geo, 0.277830, 1616
base, 0.185022, 1632
mono, 0.279939, 1632
sliced, 0.288654, 1632
SQ, 0.288048, 1632
HAT, 0.312038, 1632
MSarray_2, 0.402548, 1632
MSarray_3, 0.480990, 1632
MSarray_4, 0.770847, 1632
geo, 0.286757, 1632
base, 0.194267, 1648
mono, 0.288805, 1648
sliced, 0.289203, 1648
SQ, 0.289625, 1648
HAT, 0.314081, 1648
MSarray_2, 0.407978, 1648
MSarray_3, 0.466350, 1648
MSarray_4, 0.780161, 1648
geo, 0.291045, 1648
base, 0.186019, 1664
mono, 0.288118, 1664
sliced, 0.292217, 1664
SQ, 0.291105, 1664
HAT, 0.318072, 1664
MSarray_2, 0.405922, 1664
MSarray_3, 0.493982, 1664
MSarray_4, 0.783064, 1664
geo, 0.293202, 1664
base, 0.193625, 1680
mono, 0.289281, 1680
sliced, 0.297957, 1680
SQ, 0.295487, 1680
HAT, 0.320111, 1680
MSarray_2, 0.405814, 1680
MSarray_3, 0.515809, 1680
MSarray_4, 0.789771, 1680
geo, 0.296762, 1680
base, 0.179557, 1696
mono, 0.292322, 1696
sliced, 0.295579, 1696
SQ, 0.297432, 1696
HAT, 0.321112, 1696
MSarray_2, 0.417250, 1696
MSarray_3, 0.551367, 1696
MSarray_4, 0.804471, 1696
geo, 0.295361, 1696
base, 0.197362, 1712
mono, 0.293399, 1712
sliced, 0.301483, 1712
SQ, 0.298356, 1712
HAT, 0.327195, 1712
MSarray_2, 0.567584, 1712
MSarray_3, 0.548067, 1712
MSarray_4, 0.809817, 1712
geo, 0.293027, 1712
base, 0.202298, 1728
mono, 0.302804, 1728
sliced, 0.301736, 1728
SQ, 0.301803, 1728
HAT, 0.332916, 1728
MSarray_2, 0.428918, 1728
MSarray_3, 0.561461, 1728
MSarray_4, 0.810656, 1728
geo, 0.302364, 1728
base, 0.194541, 1744
mono, 0.303485, 1744
sliced, 0.306475, 1744
SQ, 0.300814, 1744
HAT, 0.340724, 1744
MSarray_2, 0.438404, 1744
MSarray_3, 0.540481, 1744
MSarray_4, 0.818047, 1744
geo, 0.306390, 1744
base, 0.199922, 1760
mono, 0.306270, 1760
sliced, 0.312568, 1760
SQ, 0.304340, 1760
HAT, 0.344000, 1760
MSarray_2, 0.443772, 1760
MSarray_3, 0.543128, 1760
MSarray_4, 0.840215, 1760
geo, 0.307598, 1760
base, 0.206789, 1776
mono, 0.312410, 1776
sliced, 0.318050, 1776
SQ, 0.307372, 1776
HAT, 0.345809, 1776
MSarray_2, 0.458254, 1776
